Lonna Diestel,sales,1482 College Ave,28301,910-922-3672,lonna_diestel@gmail.com,1988-01-21,FALSE,
Cristal Samara,backendDB,4119 Metropolitan Dr,90021,213-975-8026,cristal@cox.net,1958-04-04,FALSE,
Kenneth Grenet,engineeringIntegration,2167 Sierra Rd,48823,517-499-2322,kenneth.grenet@grenet.org,1987-01-08,FALSE,
Elli Mclaird,frontendIOS,6 Sunrise Ave,13501,315-818-2638,emclaird@mclaird.com,1963-08-14,FALSE,
Alline Jeanty,frontendWeb,55713 Lake City Hwy,46601,574-656-2800,ajeanty@gmail.com,1951-07-09,FALSE,
Sharika Eanes,delivery,75698 N Fiesta Blvd,32806,407-312-1691,sharika.eanes@aol.com,1983-10-17,FALSE,
Nu Mcnease,backendDB,88 Sw 28th Ter,7029,973-751-9003,nu@gmail.com,1967-05-07,FALSE,
Daniela Comnick,engineeringBackend,7 Flowers Rd #403,8611,609-200-8577,dcomnick@cox.net,1961-01-02,TRUE,
Cecilia Colaizzo,engineeringIntegration,4 Nw 12th St #3849,53717,608-382-4541,cecilia_colaizzo@colaizzo.com,1955-12-10,FALSE,
Leslie Threets,sales,2 A Kelley Dr,10536,914-861-9748,leslie@cox.net,1976-06-09,FALSE,
Nan Koppinger,backendDB,88827 Frankford Ave,27401,336-370-5333,nan@koppinger.com,1980-12-02,FALSE,
Izetta Dewar,frontendIOS,2 W Scyene Rd #3,21217,410-473-1708,idewar@dewar.com,1987-03-22,FALSE,
Tegan Arceo,engineeringBackend,62260 Park Stre,8831,732-730-2692,tegan.arceo@arceo.org,1962-06-18,FALSE,
Ruthann Keener,engineeringFrontend,3424 29th St Se,78028,830-258-2769,ruthann@hotmail.com,1959-10-09,FALSE,
Joni Breland,engineering,35 E Main St #43,60007,847-519-5906,joni_breland@cox.net,1950-06-01,FALSE,
Vi Rentfro,engineeringIntegration,7163 W Clark Rd,7728,732-605-4781,vrentfro@cox.net,1950-08-15,FALSE,
Colette Kardas,engineeringFrontend,21575 S Apple Creek Rd,68124,402-896-5943,colette.kardas@yahoo.com,1984-06-27,FALSE,
Malcolm Tromblay,backendDB,747 Leonis Blvd,22003,703-221-5602,malcolm_tromblay@cox.net,1986-06-06,FALSE,
Ryan Harnos,frontendIOS,13 Gunnison St,75075,972-558-1665,ryan@cox.net,1966-07-14,FALSE,
Jess Chaffins,backendAPI,18 3rd Ave,10016,212-510-4633,jess.chaffins@chaffins.org,1967-02-04,FALSE,
Sharen Bourbon,engineering,62 W Austin St,11791,516-816-1541,sbourbon@yahoo.com,1960-03-27,FALSE,
Nickolas Juvera,frontendIOS,177 S Rider Trl #52,34429,352-598-8301,nickolas_juvera@cox.net,1957-09-28,FALSE,
Gary Nunlee,engineering,2 W Mount Royal Ave,46040,317-542-6023,gary_nunlee@nunlee.org,1955-06-26,FALSE,
Diane Devreese,backendDB,1953 Telegraph Rd,64504,816-557-9673,diane@cox.net,1981-02-24,FALSE,
Roslyn Chavous,frontendIOS,63517 Dupont St,39211,601-234-9632,roslyn.chavous@chavous.org,1958-02-15,FALSE,
Glory Schieler,backendDB,5 E Truman Rd,79602,325-869-2649,glory@yahoo.com,1965-11-03,FALSE,
Rasheeda Sayaphon,frontendWeb,251 Park Ave #979,95070,408-805-4309,rasheeda@aol.com,1951-05-21,FALSE,
Alpha Palaia,engineeringIntegration,43496 Commercial Dr #29,8003,856-312-2629,alpha@yahoo.com,1990-04-19,FALSE,
Refugia Jacobos,engineeringBackend,2184 Worth St,94545,510-974-8671,refugia.jacobos@jacobos.com,1967-03-02,TRUE,
Shawnda Yori,engineering,50126 N Plankinton Ave,32750,407-538-5106,shawnda.yori@yahoo.com,1962-08-13,FALSE,
Mona Delasancha,frontendWeb,38773 Gravois Ave,82001,307-403-1488,mdelasancha@hotmail.com,1963-05-09,TRUE,
Gilma Liukko,engineering,16452 Greenwich St,11530,516-393-9967,gilma_liukko@gmail.com,1982-10-01,FALSE,
Janey Gabisi,frontendWeb,40 Cambridge Ave,53715,608-967-7194,jgabisi@hotmail.com,1983-09-28,TRUE,
Lili Paskin,engineeringFrontend,20113 4th Ave E,7032,201-431-2989,lili.paskin@cox.net,1988-01-04,FALSE,
Loren Asar,delivery,6 Ridgewood Center Dr,18518,570-648-3035,loren.asar@aol.com,1983-11-05,FALSE,
Dorothy Chesterfield,backendDB,469 Outwater Ln,92126,858-617-7834,dorothy@cox.net,1974-04-22,FALSE,
Gail Similton,engineeringIntegration,62 Monroe St,92276,760-616-5388,gail_similton@similton.com,1957-03-27,FALSE,
Catalina Tillotson,engineering,3338 A Lockport Pl #6,8402,609-373-3332,catalina@hotmail.com,1958-10-28,FALSE,
Lawrence Lorens,engineeringIntegration,9 Hwy,2906,401-465-6432,lawrence.lorens@hotmail.com,1965-04-02,FALSE,
Carlee Boulter,frontendIOS,8284 Hart St,67410,785-347-1805,carlee.boulter@hotmail.com,1962-11-30,TRUE,
Thaddeus Ankeny,frontendIOS,5 Washington St #1,95678,916-920-3571,tankeny@ankeny.org,1975-12-05,FALSE,
Jovita Oles,sales,8 S Haven St,32114,386-248-4118,joles@gmail.com,1986-12-07,FALSE,
Alesia Hixenbaugh,backendDB,9 Front St,20001,202-646-7516,alesia_hixenbaugh@hixenbaugh.org,1969-03-22,FALSE,
Lai Harabedian,engineeringFrontend,1933 Packer Ave #2,94945,415-423-3294,lai@gmail.com,1961-11-10,FALSE,
Brittni Gillaspie,engineeringFrontend,67 Rv Cent,83709,208-709-1235,bgillaspie@gillaspie.com,1951-05-08,FALSE,
Raylene Kampa,engineeringFrontend,2 Sw Nyberg Rd,46514,574-499-1454,rkampa@kampa.org,1958-07-09,FALSE,
Flo Bookamer,sales,89992 E 15th St,69301,308-726-2182,flo.bookamer@cox.net,1990-04-21,FALSE,
Jani Biddy,frontendIOS,61556 W 20th Ave,98104,206-711-6498,jbiddy@yahoo.com,1982-03-23,FALSE,
Chauncey Motley,engineeringIntegration,63 E Aurora Dr,32804,407-413-4842,chauncey_motley@aol.com,1968-09-19,FALSE,
